Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(TR),P Global (TR),Q Global (TR),FP Global(TR),P Global (SST),Q Global(SST),FP Global (SST),P (SST),Q (SST)
359,44.2822,19.2274,0.9173,43.8071,-2.9084,0.9979,132.8333,57.6742,0.9173,257.6127,55.9451,0.9772,42.0623,-0.0014,42.0
360,46.2303,20.3147,0.9155,45.7117,-2.7409,0.9982,138.692,60.9446,0.9155,268.5707,59.0502,0.9767,43.8112,-0.0006,44.0
361,46.2106,20.3257,0.9154,45.6889,-2.743,0.9982,138.6248,60.9726,0.9154,268.4398,59.0768,0.9766,43.7903,-0.0006,44.0
362,46.3624,20.4304,0.9151,45.8377,-2.7296,0.9983,139.0864,61.2907,0.9151,269.2956,59.3784,0.9765,43.9268,-0.0007,44.0
363,44.7897,19.5909,0.9162,44.2955,-2.8661,0.998,134.3575,58.7656,0.9162,260.435,56.9812,0.9769,42.5131,-0.0028,43.0
364,45.0234,19.74,0.9158,44.5254,-2.8461,0.998,135.073,59.2218,0.9158,261.7636,57.414,0.9768,42.7253,-0.0036,43.0
365,44.0832,19.2484,0.9164,43.6103,-2.9253,0.9978,132.2411,57.7397,0.9165,256.475,56.0081,0.977,41.8805,-0.0008,42.0
366,43.9039,19.1721,0.9164,43.4349,-2.9403,0.9978,131.7008,57.5097,0.9164,255.4608,55.7898,0.977,41.7184,-0.0003,42.0
367,44.5445,19.5429,0.9157,44.0636,-2.8862,0.9979,133.6505,58.6393,0.9157,259.0948,56.8621,0.9768,42.2991,-0.0021,42.0
368,45.7087,20.2021,0.9146,45.1951,-2.787,0.9981,137.1241,60.605,0.9146,265.5982,58.7289,0.9764,43.3371,-0.0005,43.0
369,43.7549,19.156,0.9161,43.2874,-2.9529,0.9977,131.2527,57.4605,0.9161,254.6078,55.7436,0.9769,41.582,0.0002,42.0
370,42.545,18.5188,0.9169,42.1143,-3.0516,0.9974,127.6267,55.5512,0.9169,247.8208,53.9286,0.9771,40.4963,0.0035,40.0
371,43.9647,19.3137,0.9156,43.4927,-2.9353,0.9978,131.894,57.9411,0.9156,255.7949,56.2002,0.9767,41.7718,-0.0004,42.0
372,43.4315,19.0452,0.9158,42.9678,-2.98,0.9977,130.2722,57.1218,0.9158,252.7596,55.4222,0.9768,41.2865,0.0011,41.0
373,43.0775,18.8741,0.9159,42.6258,-3.0088,0.9976,129.2167,56.6124,0.9159,250.7808,54.9382,0.9768,40.97,0.0021,41.0
374,42.112,18.3705,0.9166,41.681,-3.0872,0.9973,126.3288,55.1072,0.9166,245.3398,53.5045,0.977,40.0994,0.0004,40.0
375,42.2902,18.4889,0.9163,41.857,-3.0727,0.9974,126.8726,55.4679,0.9163,246.3564,53.848,0.9769,40.2621,0.0003,40.0
376,43.7568,19.3094,0.9149,43.2867,-2.9529,0.9977,131.2706,57.9282,0.9149,254.6037,56.1887,0.9765,41.5814,0.0002,42.0
377,42.2529,18.5127,0.9159,41.8152,-3.0762,0.9974,126.7495,55.5324,0.9159,246.1148,53.9096,0.9768,40.2234,0.0003,40.0
378,41.6363,18.1999,0.9163,41.2078,-3.1259,0.9972,124.886,54.5857,0.9163,242.6072,53.0079,0.977,39.6617,0.0005,40.0
379,41.7632,18.2902,0.916,41.3385,-3.1153,0.9972,125.2903,54.871,0.916,243.3622,53.2798,0.9769,39.7827,0.0004,40.0
380,40.3782,17.5616,0.917,39.9819,-3.2241,0.9968,121.1271,52.6804,0.917,235.5214,51.1911,0.9772,38.5259,0.0007,39.0
381,41.6396,18.2669,0.9158,41.216,-3.1252,0.9972,124.9192,54.801,0.9158,242.6542,53.2133,0.9768,39.6693,0.0005,40.0
382,41.0225,17.9547,0.9161,40.6049,-3.1746,0.997,123.0452,53.8506,0.9161,239.1236,52.3075,0.9769,39.1035,0.0006,39.0
383,40.5102,17.6992,0.9164,40.1047,-3.2144,0.9969,121.5121,53.0862,0.9164,236.2317,51.5786,0.977,38.6398,0.0007,39.0
384,41.2661,18.1302,0.9155,40.848,-3.155,0.9971,123.7971,54.39,0.9155,240.5283,52.8218,0.9767,39.3286,0.0005,39.0
385,40.1285,17.5363,0.9163,39.7338,-3.2437,0.9967,120.3789,52.6049,0.9163,234.0865,51.1194,0.977,38.2957,0.0007,38.0
386,38.1846,16.5094,0.9179,37.8311,-3.3897,0.9961,114.5265,49.5118,0.9179,223.0704,48.1752,0.9775,36.5267,0.001,37.0
387,40.3764,17.7142,0.9157,39.9777,-3.2245,0.9968,121.1327,53.1448,0.9157,235.4969,51.6347,0.9768,38.522,0.0007,39.0
388,39.6154,17.3255,0.9162,39.2235,-3.2835,0.9966,118.8209,51.9611,0.9162,231.1338,50.505,0.9769,37.8219,0.0008,38.0
389,38.6364,16.8189,0.9169,38.2716,-3.3565,0.9962,115.9042,50.4536,0.9169,225.6226,49.0647,0.9772,36.9368,0.001,37.0
390,39.7841,17.4602,0.9157,39.3951,-3.2702,0.9966,119.3528,52.3809,0.9157,232.1271,50.9059,0.9768,37.9813,0.0008,38.0
391,38.5688,16.8266,0.9166,38.2035,-3.3616,0.9962,115.7005,50.4762,0.9166,225.2282,49.0865,0.9771,36.8735,0.001,37.0
392,37.8303,16.4515,0.917,37.4744,-3.4163,0.9959,113.4495,49.3295,0.9171,221.0033,48.0005,0.9772,36.1943,0.0011,36.0
393,39.1005,17.1574,0.9157,38.7243,-3.322,0.9964,117.3027,51.473,0.9157,228.2442,50.0391,0.9768,37.358,0.0009,37.0
394,39.0263,17.1397,0.9156,38.649,-3.3278,0.9964,117.0745,51.4165,0.9156,227.8085,49.9852,0.9768,37.288,0.0009,37.0
395,37.4139,16.2937,0.9168,37.0696,-3.4463,0.9958,112.2178,48.8667,0.9168,218.6561,47.557,0.9772,35.8168,0.0011,36.0
396,38.8599,17.0942,0.9154,38.4866,-3.3401,0.9963,116.5816,51.2837,0.9154,226.868,49.8584,0.9767,37.1369,0.0009,37.0
397,35.4308,15.2747,0.9183,35.1236,-3.5859,0.9949,106.2709,45.8113,0.9183,207.3615,44.6255,0.9776,33.9981,0.0014,34.0
398,36.2087,15.7129,0.9173,35.895,-3.5314,0.9953,108.6318,47.1421,0.9173,211.8414,45.9031,0.9773,34.7199,0.0013,35.0
399,37.3437,16.3446,0.9161,37.0,-3.4514,0.9958,112.0147,49.0239,0.9161,218.2528,47.7078,0.9769,35.7519,0.0011,36.0
400,36.2701,15.7908,0.9169,35.9458,-3.5277,0.9953,108.7919,47.3613,0.9169,212.1363,46.1134,0.9772,34.7674,0.0013,35.0
401,35.9112,15.6209,0.917,35.5911,-3.553,0.9951,107.7096,46.8484,0.917,210.0771,45.6213,0.9772,34.4357,0.0013,34.0
402,36.7185,16.0757,0.9161,36.3851,-3.4962,0.9955,110.1403,48.218,0.9161,214.6855,46.9352,0.9769,35.1778,0.0012,35.0
403,36.6832,16.0792,0.9159,36.3488,-3.4988,0.9955,110.0317,48.2269,0.9159,214.4749,46.9437,0.9769,35.1439,0.0012,35.0
404,36.007,15.7393,0.9163,35.6799,-3.5467,0.9952,107.9882,47.1985,0.9163,210.5927,45.9573,0.977,34.5187,0.0013,35.0
405,35.604,15.5456,0.9165,35.2866,-3.5744,0.995,106.7879,46.6226,0.9165,208.3086,45.4045,0.9771,34.1507,0.0013,34.0
406,35.5806,15.5553,0.9163,35.2661,-3.5759,0.995,106.7276,46.6576,0.9163,208.1896,45.4381,0.977,34.1315,0.0013,34.0
407,34.792,15.1564,0.9168,34.4857,-3.6301,0.9946,104.3445,45.4506,0.9168,203.6551,44.2791,0.9772,33.4004,0.0014,33.0
408,35.0301,15.3055,0.9164,34.7271,-3.6134,0.9947,105.0846,45.913,0.9164,205.0581,44.7233,0.977,33.6267,0.0014,34.0
409,34.2097,14.8903,0.9169,33.9129,-3.6691,0.9943,102.5989,44.6531,0.9169,200.3247,43.5126,0.9772,32.8631,0.0015,33.0
410,33.3272,14.442,0.9176,33.0521,-3.7267,0.9938,99.9719,43.3205,0.9176,195.3163,42.231,0.9774,32.0545,0.0015,32.0
411,35.3989,15.5701,0.9154,35.0858,-3.5885,0.9949,106.1882,46.7053,0.9154,207.1423,45.4839,0.9767,33.9627,0.0014,34.0
412,33.3268,14.4868,0.9171,33.0494,-3.7269,0.9938,99.9682,43.4532,0.9171,195.3008,42.3586,0.9773,32.052,0.0015,32.0
413,34.3061,15.0312,0.9159,34.0118,-3.6624,0.9943,102.9102,45.0889,0.9159,200.8998,43.9315,0.9769,32.9559,0.0015,33.0
414,33.566,14.6594,0.9164,33.2783,-3.7117,0.9939,100.6716,43.9627,0.9164,196.6328,42.8487,0.9771,32.2671,0.0015,32.0
415,34.734,15.3048,0.9151,34.4301,-3.6339,0.9946,104.193,45.909,0.9151,203.3317,44.7194,0.9767,33.3483,0.0014,33.0
416,33.3041,14.5648,0.9162,33.0246,-3.7285,0.9938,99.9013,43.688,0.9162,195.1564,42.5845,0.977,32.0287,0.0015,32.0
417,33.8932,14.9008,0.9154,33.6079,-3.6897,0.9941,101.6853,44.7059,0.9154,198.5507,43.5634,0.9768,32.5768,0.0015,33.0
418,31.0955,13.4369,0.918,30.8529,-3.8675,0.9924,93.2781,40.3061,0.918,182.5032,39.3274,0.9776,29.9827,0.0017,30.0
419,32.0254,13.9526,0.9168,31.7685,-3.81,0.993,96.0735,41.8562,0.9168,187.8411,40.8213,0.9772,30.8463,0.0016,31.0
420,30.9217,13.39,0.9177,30.6818,-3.8781,0.9922,92.7605,40.1674,0.9177,181.5053,39.1936,0.9775,29.8211,0.0017,30.0
421,32.9716,14.5007,0.9154,32.6971,-3.75,0.9936,98.9122,43.5005,0.9154,193.2495,42.4042,0.9768,31.7206,0.0016,32.0
422,32.3183,14.1745,0.9158,32.0484,-3.7921,0.9932,96.9341,42.5115,0.9158,189.472,41.4523,0.9769,31.1101,0.0016,31.0
423,34.0902,15.1384,0.9139,33.7931,-3.6772,0.9942,102.2646,45.4115,0.9139,199.628,44.2415,0.9763,32.7507,0.0015,33.0
424,32.2586,14.1842,0.9154,31.9921,-3.7957,0.9931,96.7663,42.5471,0.9154,189.144,41.4866,0.9768,31.057,0.0016,31.0
425,32.133,14.1383,0.9153,31.8686,-3.8036,0.9931,96.3913,42.4104,0.9153,188.4243,41.355,0.9768,30.9407,0.0016,31.0
426,31.2732,13.7031,0.9159,31.0178,-3.8572,0.9925,93.7969,41.0962,0.9159,183.4647,40.0891,0.9769,30.1383,0.0017,30.0
427,32.2795,14.2575,0.9147,32.0126,-3.7944,0.9932,96.8349,42.7705,0.9147,189.2635,41.7018,0.9766,31.0763,0.0016,31.0
428,32.352,14.3169,0.9145,32.0832,-3.7898,0.9932,97.0522,42.9483,0.9145,189.6742,41.8729,0.9765,31.1428,0.0016,31.0
429,32.2491,14.2829,0.9143,31.9801,-3.7965,0.9931,96.7395,42.8442,0.9143,189.0736,41.7726,0.9765,31.0456,0.0016,31.0
430,31.8633,14.0989,0.9145,31.5984,-3.8208,0.9929,95.5764,42.2889,0.9145,186.8495,41.2381,0.9765,30.686,0.0016,31.0
431,31.9419,14.1612,0.9142,31.6785,-3.8157,0.9929,95.8229,42.482,0.9142,187.3163,41.424,0.9764,30.7615,0.0016,31.0
432,32.6515,14.5586,0.9133,32.3795,-3.7707,0.9934,97.9651,43.682,0.9133,191.4003,42.5789,0.9761,31.4218,0.0016,31.0
433,32.9163,14.7204,0.9129,32.6353,-3.7541,0.9936,98.7483,44.1608,0.9129,192.8898,43.0394,0.976,31.6625,0.0016,32.0
434,33.263,14.9256,0.9124,32.9754,-3.7318,0.9938,99.7894,44.7772,0.9124,194.87,43.632,0.9758,31.9824,0.0015,32.0
435,32.5729,14.5795,0.9127,32.2894,-3.7765,0.9933,97.696,43.725,0.9128,190.8754,42.6202,0.976,31.3369,0.0016,31.0
436,32.4499,14.5345,0.9126,32.1723,-3.7841,0.9933,97.3406,43.5981,0.9126,190.1936,42.4982,0.9759,31.2267,0.0016,31.0
437,31.2646,13.9259,0.9135,31.0077,-3.8579,0.9925,93.7876,41.7741,0.9135,183.4059,40.7423,0.9762,30.1288,0.0017,30.0
438,33.3626,15.0613,0.9114,33.069,-3.7256,0.9938,100.0838,45.1815,0.9114,195.4149,44.0206,0.9756,32.0704,0.0015,32.0
439,31.5635,14.1256,0.9128,31.2996,-3.8396,0.9927,94.6824,42.3721,0.9128,185.1079,41.3182,0.976,30.4042,0.0017,30.0
440,30.5717,13.6206,0.9134,30.325,-3.8999,0.992,91.7109,40.8594,0.9134,179.424,39.861,0.9762,29.4841,0.0017,29.0
441,32.5287,14.6792,0.9115,32.2486,-3.7792,0.9933,97.5837,44.0362,0.9115,190.6377,42.9196,0.9756,31.2985,0.0016,31.0
442,32.0143,14.4267,0.9117,31.7376,-3.8119,0.993,96.0256,43.27,0.9117,187.6611,42.1826,0.9757,30.8172,0.0016,31.0
443,33.039,14.992,0.9106,32.7473,-3.7468,0.9936,99.1113,44.9725,0.9106,193.5421,43.8198,0.9753,31.7679,0.0016,32.0
444,31.498,14.1935,0.9117,31.2321,-3.8438,0.9926,94.4863,42.5761,0.9117,184.7145,41.5147,0.9757,30.3405,0.0017,30.0
445,32.4776,14.7343,0.9107,32.195,-3.7826,0.9933,97.4283,44.2001,0.9107,190.3257,43.0773,0.9753,31.2481,0.0016,31.0
446,32.4773,14.7547,0.9104,32.1934,-3.7827,0.9933,97.4256,44.2603,0.9105,190.3167,43.1352,0.9753,31.2466,0.0016,31.0
447,32.949,15.0258,0.9099,32.6593,-3.7525,0.9936,98.8507,45.0797,0.9099,193.0296,43.9229,0.9751,31.6851,0.0016,32.0
448,33.4315,15.3033,0.9093,33.132,-3.7214,0.9939,100.2974,45.9118,0.9093,195.7815,44.7223,0.9749,32.1296,0.0015,32.0
449,34.0989,15.6798,0.9085,33.7873,-3.6776,0.9942,102.3028,47.0429,0.9085,199.5942,45.8083,0.9747,32.7452,0.0015,33.0
450,33.4852,15.3734,0.9088,33.1744,-3.7186,0.9939,100.4312,46.1057,0.9088,196.0282,44.9086,0.9747,32.1695,0.0015,32.0
451,33.3613,15.3276,0.9087,33.0562,-3.7264,0.9938,100.0721,45.9757,0.9087,195.3403,44.7837,0.9747,32.0584,0.0015,32.0
452,34.2631,15.8291,0.9078,33.9412,-3.6672,0.9943,102.7797,47.4815,0.9078,200.4888,46.2291,0.9744,32.8896,0.0015,33.0
453,33.4195,15.3998,0.9082,33.106,-3.7231,0.9939,100.2284,46.1814,0.9082,195.63,44.9813,0.9746,32.1052,0.0015,32.0
454,33.3761,15.3967,0.908,33.0693,-3.7256,0.9938,100.1184,46.184,0.908,195.4164,44.9838,0.9745,32.0707,0.0015,32.0
455,32.0313,14.7015,0.9088,31.7485,-3.8112,0.993,96.0851,44.0993,0.9088,187.7246,42.9804,0.9748,30.8275,0.0016,31.0
456,32.9504,15.2105,0.9079,32.6513,-3.753,0.9936,98.845,45.6278,0.9079,192.9829,44.4496,0.9745,31.6775,0.0016,32.0
457,33.2248,15.377,0.9075,32.9214,-3.7353,0.9937,99.6726,46.1297,0.9075,194.5553,44.9316,0.9744,31.9316,0.0016,32.0
458,33.0539,15.3065,0.9074,32.7494,-3.7466,0.9936,99.1491,45.912,0.9074,193.5543,44.7225,0.9743,31.7699,0.0016,32.0
459,34.2958,15.9891,0.9063,33.9684,-3.6654,0.9943,102.8784,47.9616,0.9063,200.6474,46.6897,0.974,32.9152,0.0015,33.0
460,33.6112,15.6444,0.9066,33.2902,-3.7109,0.994,100.8066,46.917,0.9066,196.7023,45.6875,0.9741,32.2783,0.0015,32.0
461,34.9984,16.4054,0.9055,34.6553,-3.6184,0.9947,104.9844,49.2095,0.9055,204.6407,47.886,0.9737,33.5594,0.0014,34.0
462,33.8529,15.8135,0.906,33.5303,-3.6949,0.9941,101.5451,47.4324,0.906,198.0993,46.1821,0.9739,32.5039,0.0015,33.0
463,33.8943,15.8558,0.9058,33.5715,-3.6921,0.9941,101.6732,47.5617,0.9058,198.3389,46.3061,0.9738,32.5426,0.0015,33.0
464,34.3645,16.127,0.9053,34.0351,-3.6609,0.9944,103.0933,48.3808,0.9053,201.0351,47.0917,0.9736,32.9778,0.0015,33.0
465,33.8805,15.8892,0.9054,33.5522,-3.6934,0.9941,101.6185,47.6537,0.9054,198.2266,46.3944,0.9737,32.5245,0.0015,33.0
466,34.3235,16.1455,0.9049,33.9933,-3.6637,0.9944,102.9698,48.436,0.9049,200.792,47.1446,0.9735,32.9385,0.0015,33.0
467,33.3025,15.6211,0.9053,32.9874,-3.731,0.9938,99.8956,46.8562,0.9054,194.9396,45.6293,0.9737,31.9937,0.0015,32.0
468,34.269,16.1569,0.9045,33.9353,-3.6676,0.9943,102.7969,48.4646,0.9045,200.455,47.1721,0.9734,32.8842,0.0015,33.0
469,33.7235,15.8862,0.9046,33.395,-3.7039,0.994,101.1462,47.6439,0.9047,197.3117,46.3851,0.9735,32.3768,0.0015,32.0
470,34.4257,16.2806,0.904,34.0926,-3.657,0.9944,103.2824,48.8451,0.904,201.3695,47.5369,0.9732,33.0317,0.0015,33.0
471,34.3994,16.2871,0.9038,34.06,-3.6592,0.9944,103.185,48.8532,0.9038,201.1801,47.5446,0.9732,33.0012,0.0015,33.0
472,33.8849,16.0327,0.9039,33.5513,-3.6935,0.9941,101.6307,48.0836,0.9039,198.221,46.8068,0.9732,32.5236,0.0015,33.0
473,33.6674,15.9366,0.9039,33.3399,-3.7076,0.994,100.9863,47.8001,0.9039,196.9911,46.5349,0.9732,32.325,0.0015,32.0
474,33.6432,15.9436,0.9037,33.3171,-3.7091,0.994,100.9187,47.824,0.9037,196.8583,46.5578,0.9732,32.3035,0.0015,32.0
475,33.6122,15.9471,0.9035,33.2859,-3.7112,0.994,100.8254,47.8345,0.9035,196.6768,46.568,0.9731,32.2742,0.0015,32.0
476,34.0224,16.1858,0.903,33.6907,-3.6841,0.9942,102.0658,48.5567,0.903,199.0319,47.2605,0.9729,32.6545,0.0015,33.0
477,35.6954,17.1012,0.9018,35.3258,-3.5717,0.995,107.0734,51.2958,0.9018,208.5362,49.8837,0.9726,34.1874,0.0013,34.0
478,35.1981,16.8553,0.9019,34.8328,-3.6061,0.9948,105.566,50.5484,0.9019,205.6723,49.1684,0.9726,33.7257,0.0014,34.0
479,34.6156,16.5636,0.9021,34.2612,-3.6455,0.9945,103.8184,49.6733,0.9021,202.3498,48.3305,0.9726,33.1899,0.0014,33.0
480,34.2408,16.3829,0.9021,33.8952,-3.6703,0.9943,102.7003,49.1354,0.9021,200.2214,47.8151,0.9726,32.8465,0.0015,33.0
481,34.2419,16.4033,0.9019,33.8987,-3.6701,0.9943,102.7133,49.2023,0.9019,200.2419,47.8793,0.9726,32.8498,0.0015,33.0
482,33.8315,16.2285,0.9016,33.4918,-3.6975,0.9941,101.4732,48.6725,0.9016,197.8753,47.3715,0.9725,32.4677,0.0015,32.0
483,34.2015,16.4699,0.901,33.8591,-3.6728,0.9943,102.6019,49.4081,0.901,200.0117,48.0766,0.9723,32.8126,0.0015,33.0
484,33.7399,16.2681,0.9008,33.3985,-3.7037,0.994,101.1972,48.7907,0.9008,197.332,47.4849,0.9722,32.38,0.0015,32.0
485,33.8636,16.378,0.9002,33.5228,-3.6954,0.9941,101.5826,49.1291,0.9002,198.0555,47.8093,0.9721,32.4968,0.0015,32.0
486,31.813,15.3303,0.9009,31.5087,-3.8264,0.9928,95.4279,45.9842,0.9009,186.3266,44.7923,0.9723,30.6014,0.0016,31.0
487,33.8383,16.4533,0.8993,33.4951,-3.6973,0.9941,101.5075,49.3553,0.8993,197.8941,48.026,0.9718,32.4708,0.0015,32.0
488,34.4879,16.8445,0.8986,34.1336,-3.6542,0.9944,103.467,50.5355,0.8986,201.6081,49.1563,0.9715,33.0702,0.0015,33.0
489,33.3886,16.3023,0.8986,33.049,-3.7269,0.9938,100.1522,48.8987,0.8986,195.2983,47.5886,0.9716,32.0516,0.0015,32.0
490,33.4273,16.3673,0.8981,33.0867,-3.7244,0.9939,100.2725,49.0961,0.8981,195.5177,47.7778,0.9714,32.087,0.0015,32.0
491,34.277,16.8656,0.8973,33.9172,-3.6688,0.9943,102.8195,50.5897,0.8973,200.3497,49.2084,0.9711,32.8672,0.0015,33.0
492,33.1465,16.3067,0.8973,32.807,-3.7428,0.9937,99.4263,48.9122,0.8973,193.8895,47.6016,0.9712,31.824,0.0016,32.0
493,33.1573,16.357,0.8968,32.8172,-3.7422,0.9937,99.4624,49.065,0.8968,193.9488,47.7481,0.971,31.8336,0.0016,32.0
494,33.5939,16.6342,0.8962,33.2466,-3.7138,0.9939,100.7814,49.9024,0.8962,196.4481,48.5504,0.9708,32.2373,0.0015,32.0
495,33.4549,16.6052,0.8957,33.1041,-3.7233,0.9939,100.3503,49.8066,0.8957,195.619,48.4586,0.9707,32.1034,0.0015,32.0
496,34.1754,17.0334,0.895,33.8149,-3.6758,0.9943,102.5315,51.1035,0.895,199.7547,49.7002,0.9704,32.7711,0.0015,33.0
497,31.841,15.8318,0.8954,31.519,-3.8258,0.9929,95.5105,47.4878,0.8954,186.387,46.236,0.9706,30.6111,0.0016,31.0
498,31.7921,15.8482,0.895,31.4711,-3.8288,0.9928,95.3684,47.5397,0.895,186.1075,46.2857,0.9704,30.5659,0.0016,31.0
499,30.7863,15.3564,0.8949,30.4827,-3.8903,0.9921,92.3516,46.0648,0.8949,180.344,44.8701,0.9704,29.6331,0.0017,30.0
500,32.6984,16.4151,0.8937,32.3576,-3.7721,0.9934,98.0895,49.2418,0.8937,191.273,47.9178,0.97,31.4012,0.0016,31.0
501,33.1877,16.7182,0.8931,32.8381,-3.7408,0.9937,99.5647,50.1556,0.8931,194.0706,48.7931,0.9698,31.8533,0.0016,32.0
502,31.6969,15.9671,0.8931,31.3708,-3.8351,0.9928,95.08,47.8947,0.8931,185.5231,46.6264,0.9698,30.4714,0.0017,30.0
503,31.1088,15.6972,0.8928,30.7896,-3.8714,0.9923,93.3072,47.0799,0.8928,182.134,45.8448,0.9698,29.9229,0.0017,30.0
504,32.6643,16.5666,0.8919,32.3178,-3.7747,0.9934,97.9863,49.6956,0.8919,191.0409,48.3527,0.9694,31.3637,0.0016,31.0
505,31.804,16.1516,0.8916,31.4658,-3.8292,0.9928,95.3842,48.4376,0.8916,186.0769,47.1471,0.9694,30.561,0.0016,31.0
506,31.7858,16.1837,0.8911,31.453,-3.83,0.9928,95.3497,48.5462,0.8911,186.0025,47.2513,0.9692,30.5489,0.0016,31.0
507,32.4312,16.5691,0.8905,32.089,-3.7895,0.9932,97.3001,49.7114,0.8905,189.7082,48.3679,0.969,31.1482,0.0016,31.0
508,31.9433,16.3525,0.8901,31.6006,-3.8206,0.9929,95.8103,49.0453,0.8901,186.8623,47.7298,0.9689,30.688,0.0016,31.0
509,31.8812,16.3615,0.8897,31.5415,-3.8244,0.9929,95.6343,49.0786,0.8897,186.5182,47.7617,0.9687,30.6324,0.0016,31.0
510,31.7759,16.3479,0.8892,31.4365,-3.831,0.9928,95.3175,49.0373,0.8892,185.9059,47.7222,0.9686,30.5333,0.0016,31.0
511,33.3235,17.2148,0.8885,32.952,-3.7333,0.9938,99.9616,51.6387,0.8885,194.7339,50.2128,0.9683,31.9604,0.0016,32.0
512,31.7229,16.4044,0.8883,31.381,-3.8345,0.9928,95.1571,49.2058,0.8883,185.5826,47.8837,0.9683,30.481,0.0017,30.0
513,33.6755,17.4875,0.8875,33.2936,-3.7107,0.994,101.0175,52.4568,0.8875,196.7215,50.9953,0.968,32.2815,0.0015,32.0
514,31.242,16.2334,0.8874,30.9062,-3.8642,0.9924,93.7136,48.6925,0.8874,182.8141,47.3919,0.968,30.033,0.0017,30.0
515,29.6942,15.4547,0.887,29.3879,-3.9563,0.9912,89.0757,46.3599,0.8871,173.9534,45.1541,0.9679,28.5977,0.0017,29.0
516,31.2387,16.316,0.8864,30.9026,-3.8644,0.9924,93.712,48.9455,0.8864,182.7934,47.6344,0.9677,30.0296,0.0017,30.0
517,33.2201,17.4136,0.8857,32.8415,-3.7406,0.9937,99.6522,52.2357,0.8857,194.0903,50.7841,0.9674,31.8565,0.0016,32.0
518,31.0815,16.3173,0.8854,30.743,-3.8743,0.9923,93.2329,48.9445,0.8854,181.8625,47.6336,0.9674,29.8789,0.0017,30.0
519,32.7128,17.2276,0.8848,32.3416,-3.7732,0.9934,98.1308,51.678,0.8848,191.1794,50.2508,0.9671,31.3861,0.0016,31.0
520,32.4765,17.1442,0.8843,32.1058,-3.7884,0.9933,97.4135,51.4224,0.8843,189.8061,50.0064,0.967,31.1641,0.0016,31.0
521,29.4491,15.5785,0.8839,29.1377,-3.971,0.991,88.3375,46.7297,0.8839,172.4924,45.5093,0.9669,28.3608,0.0017,28.0
522,29.9273,15.8735,0.8834,29.6108,-3.943,0.9914,89.7882,47.6246,0.8834,175.2551,46.3681,0.9667,28.8087,0.0017,29.0
523,32.3981,17.2289,0.8829,32.0277,-3.7934,0.9932,97.189,51.6834,0.8829,189.3514,50.2562,0.9665,31.0906,0.0016,31.0
524,30.9024,16.4756,0.8824,30.5587,-3.8856,0.9922,92.6968,49.4204,0.8824,180.7874,48.0899,0.9664,29.7049,0.0017,30.0
525,30.286,16.1911,0.8819,29.9499,-3.9227,0.9917,90.8388,48.5615,0.8819,177.2347,47.2667,0.9662,29.1294,0.0017,29.0
526,30.9011,16.5589,0.8814,30.5602,-3.8855,0.9922,92.7107,49.6813,0.8814,180.7962,48.3399,0.9661,29.7063,0.0017,30.0
527,30.1564,16.2069,0.8809,29.8189,-3.9306,0.9916,90.4473,48.6069,0.8809,176.4701,47.3104,0.9659,29.0056,0.0017,29.0
528,31.7895,17.1162,0.8805,31.4234,-3.8318,0.9928,95.3624,51.3446,0.8805,185.8295,49.9323,0.9657,30.5209,0.0016,31.0
529,29.9599,16.1868,0.8798,29.6274,-3.942,0.9915,89.8706,48.5546,0.8798,175.352,47.2603,0.9655,28.8244,0.0017,29.0
530,31.0528,16.8088,0.8794,30.6985,-3.877,0.9923,93.1527,50.4226,0.8794,181.6027,49.05,0.9654,29.8369,0.0017,30.0
531,29.5895,16.0749,0.8787,29.2616,-3.9637,0.9911,88.7609,48.2199,0.8787,173.2157,46.9396,0.9652,28.4781,0.0017,28.0
532,29.6924,16.1714,0.8782,29.3628,-3.9577,0.9912,89.0751,48.5127,0.8782,173.807,47.2203,0.965,28.5739,0.0017,29.0
533,30.4164,16.5969,0.8778,30.0754,-3.9151,0.9918,91.2597,49.7973,0.8778,177.967,48.4513,0.9649,29.2481,0.0017,29.0
534,30.0699,16.4562,0.8772,29.7264,-3.9361,0.9915,90.1966,49.3601,0.8772,175.9301,48.0326,0.9647,28.9181,0.0017,29.0
535,28.1819,15.4993,0.8762,27.8751,-4.0437,0.9899,84.5401,46.4943,0.8762,165.1128,45.284,0.9644,27.1635,0.0018,27.0
536,31.2123,17.1466,0.8765,30.8465,-3.8679,0.9924,93.6344,51.4382,0.8765,182.466,50.0223,0.9644,29.9766,0.0017,30.0
537,30.3235,16.7176,0.8757,29.9662,-3.9217,0.9917,90.9443,50.1362,0.8757,177.33,48.7761,0.9642,29.1449,0.0017,29.0
538,29.6073,16.3798,0.875,29.2644,-3.9636,0.9912,88.8015,49.1266,0.875,173.2322,47.809,0.964,28.4807,0.0017,28.0
539,30.8501,17.0807,0.8749,30.4859,-3.8901,0.9921,92.5446,51.2385,0.8749,180.3625,49.8314,0.9639,29.6361,0.0017,30.0
540,28.9142,16.0968,0.8737,28.5858,-4.0032,0.9906,86.7349,48.2856,0.8737,169.2673,47.003,0.9635,27.8377,0.0018,28.0
541,28.9236,16.1437,0.8732,28.595,-4.0026,0.9906,86.7675,48.429,0.8732,169.321,47.1406,0.9634,27.8464,0.0018,28.0
