Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(TR),P Global (TR),Q Global (TR),FP Global(TR),P Global (SST),Q Global(SST),FP Global (SST),P (SST),Q (SST)
725,25.8713,20.1578,0.7888,25.381,-4.1787,0.9872,77.5885,60.455,0.7888,150.5099,58.6339,0.9318,24.7898,0.0018,25.0
726,25.5054,19.964,0.7875,25.0273,-4.1969,0.9867,76.5023,59.8818,0.7875,148.4363,58.0889,0.9312,24.4523,0.0018,24.0
727,26.9775,20.7413,0.7928,26.4672,-4.1213,0.9885,80.9257,62.2189,0.7928,156.8735,60.3097,0.9334,25.8249,0.0018,26.0
728,27.2336,20.8767,0.7936,26.7178,-4.1078,0.9888,81.696,62.6268,0.7936,158.3408,60.6969,0.9337,26.0634,0.0018,26.0
729,26.576,20.53,0.7914,26.0702,-4.1425,0.9881,79.7058,61.5736,0.7914,154.5486,59.6969,0.9328,25.4469,0.0018,25.0
730,26.5956,20.5394,0.7915,26.0938,-4.1413,0.9881,79.7784,61.6119,0.7915,154.687,59.7333,0.9329,25.4694,0.0018,25.0
731,25.8941,20.1696,0.7889,25.4046,-4.1775,0.9872,77.661,60.4932,0.7889,150.6482,58.6702,0.9318,24.8123,0.0018,25.0
732,23.861,19.0979,0.7807,23.422,-4.2765,0.9843,71.576,57.2887,0.7807,139.0171,55.6204,0.9284,22.9176,0.0018,23.0
733,25.4634,19.9412,0.7873,24.9896,-4.1988,0.9867,76.3865,59.8207,0.7873,148.2151,58.0308,0.9312,24.4163,0.0018,24.0
734,26.0835,20.2678,0.7896,25.598,-4.1674,0.9875,78.2552,60.807,0.7896,151.7821,58.9685,0.9321,24.9968,0.0018,25.0
735,25.8187,20.1292,0.7886,25.3338,-4.1811,0.9871,77.4437,60.3785,0.7886,150.2334,58.5612,0.9317,24.7448,0.0018,25.0
736,25.1838,19.7947,0.7862,24.7115,-4.2129,0.9863,75.5328,59.3707,0.7862,146.5844,57.6027,0.9307,24.1508,0.0018,24.0
737,24.3607,19.3615,0.7829,23.9064,-4.253,0.9851,73.0619,58.0698,0.7828,141.8606,56.3644,0.9293,23.3812,0.0018,23.0
738,26.5121,20.495,0.7912,26.0135,-4.1456,0.988,79.5317,61.4815,0.7912,154.2166,59.6094,0.9327,25.3929,0.0018,25.0
739,24.9393,19.6653,0.7852,24.476,-4.2248,0.986,74.8098,58.9898,0.7852,145.2028,57.2402,0.9303,23.9257,0.0018,24.0
740,23.3274,18.8177,0.7783,22.9006,-4.3014,0.9834,69.9768,56.4491,0.7783,135.9541,54.8201,0.9274,22.4181,0.0018,22.0
741,22.6779,18.4778,0.7752,22.2623,-4.3311,0.9822,68.0202,55.4234,0.7752,132.2034,53.8417,0.9261,21.806,0.0018,22.0
742,25.1107,19.7551,0.7859,24.6455,-4.2163,0.9862,75.3303,59.264,0.7859,146.1976,57.5012,0.9306,24.0877,0.0018,24.0
743,24.5086,19.4391,0.7835,24.0523,-4.2458,0.9853,73.5095,58.3052,0.7835,142.7167,56.5886,0.9296,23.5207,0.0018,24.0
744,24.6149,19.4941,0.7839,24.1605,-4.2405,0.9855,73.8417,58.48,0.7839,143.352,56.755,0.9298,23.6242,0.0018,24.0
745,25.152,19.7764,0.7861,24.6879,-4.2141,0.9863,75.4605,59.3326,0.7861,146.4463,57.5664,0.9307,24.1283,0.0018,24.0
746,22.4262,18.3454,0.774,22.0185,-4.3423,0.9818,67.273,55.0321,0.774,130.7699,53.4682,0.9256,21.572,0.0018,22.0
747,23.178,18.7382,0.7777,22.7597,-4.308,0.9832,69.5449,56.2226,0.7777,135.1266,54.604,0.9272,22.2831,0.0018,22.0
748,24.5281,19.4484,0.7836,24.0758,-4.2447,0.9854,73.5817,58.3432,0.7836,142.8548,56.6248,0.9296,23.5432,0.0018,24.0
749,24.127,19.238,0.7819,23.6806,-4.264,0.9847,72.3692,57.7056,0.7819,140.5353,56.0175,0.9289,23.1652,0.0018,23.0
750,24.5837,19.4772,0.7838,24.1323,-4.2419,0.9854,73.755,58.4344,0.7838,143.1863,56.7116,0.9297,23.5972,0.0018,24.0
751,23.0681,18.6817,0.7771,22.6471,-4.3133,0.983,69.1995,56.0415,0.7771,134.4646,54.4313,0.9269,22.1751,0.0018,22.0
752,23.1675,18.7335,0.7776,22.7456,-4.3087,0.9831,69.5017,56.1999,0.7776,135.0438,54.5824,0.9271,22.2696,0.0018,22.0
753,21.3029,17.7579,0.7681,20.9194,-4.3912,0.9794,63.904,53.2689,0.7681,124.3041,51.7869,0.9231,20.5158,0.0017,21.0
754,23.1288,18.7132,0.7774,22.7081,-4.3104,0.9831,69.3866,56.1396,0.7774,134.8232,54.5248,0.9271,22.2336,0.0018,22.0
755,22.7864,18.5342,0.7758,22.3702,-4.3261,0.9825,68.3509,55.5966,0.7758,132.8376,54.007,0.9264,21.9096,0.0018,22.0
756,23.2374,18.7698,0.7779,22.816,-4.3054,0.9833,69.7177,56.3132,0.7779,135.4576,54.6904,0.9273,22.3371,0.0018,22.0
757,22.7251,18.5023,0.7755,22.3092,-4.329,0.9823,68.164,55.4987,0.7755,132.4791,53.9135,0.9262,21.851,0.0018,22.0
758,22.9175,18.6023,0.7764,22.5016,-4.3201,0.9827,68.7536,55.8077,0.7764,133.6097,54.2083,0.9266,22.0356,0.0018,22.0
759,22.8757,18.5807,0.7762,22.4593,-4.322,0.9826,68.6241,55.7398,0.7762,133.3615,54.1436,0.9266,21.9951,0.0018,22.0
760,22.3275,18.2941,0.7735,21.9201,-4.3467,0.9816,66.9549,54.8615,0.7735,130.1911,53.3175,0.9254,21.4775,0.0018,21.0
761,23.8687,19.1016,0.7808,23.4314,-4.2761,0.9843,71.6049,57.3039,0.7808,139.0723,55.6348,0.9285,22.9266,0.0018,23.0
762,22.5693,18.4202,0.7747,22.1592,-4.3358,0.982,67.704,55.2578,0.7747,131.5969,53.6836,0.9259,21.707,0.0018,22.0
763,22.1115,18.1809,0.7724,21.7092,-4.3563,0.9811,66.3119,54.5255,0.7724,128.951,52.9947,0.9249,21.275,0.0018,21.0
764,24.2821,19.3189,0.7825,23.8358,-4.2565,0.985,72.8454,57.9559,0.7825,141.4465,56.256,0.9292,23.3137,0.0018,23.0
765,21.2819,17.7471,0.768,20.8983,-4.3921,0.9794,63.8399,53.2354,0.768,124.1802,51.7547,0.923,20.4955,0.0017,20.0
766,22.1707,18.2103,0.7727,21.7748,-4.3533,0.9813,66.512,54.63,0.7728,129.3368,53.0951,0.9251,21.338,0.0018,21.0
767,21.662,17.9459,0.7701,21.2689,-4.3759,0.9802,64.9697,53.8248,0.7701,126.3613,52.3213,0.9239,20.852,0.0017,21.0
768,21.0823,17.6432,0.7669,20.7009,-4.4006,0.9789,63.2382,52.9218,0.7669,123.0183,51.4532,0.9226,20.3056,0.0017,20.0
769,20.3783,17.2762,0.7628,20.0107,-4.4299,0.9772,61.1344,51.8261,0.7628,118.9536,50.3996,0.9208,19.6409,0.0017,20.0
770,21.6728,17.9509,0.7701,21.283,-4.3752,0.9802,65.0126,53.8471,0.7701,126.4439,52.3427,0.924,20.8655,0.0017,21.0
771,21.7495,17.991,0.7705,21.3579,-4.3719,0.9804,65.2409,53.9663,0.7705,126.8846,52.4573,0.9241,20.9375,0.0017,21.0
772,21.0799,17.6421,0.7669,20.6981,-4.4008,0.9789,63.2296,52.9173,0.7669,123.0018,51.4489,0.9225,20.3029,0.0017,20.0
773,21.335,17.7742,0.7683,20.953,-4.3897,0.9795,64.0067,53.3224,0.7683,124.5023,51.8384,0.9232,20.5482,0.0017,21.0
774,21.7381,17.9846,0.7705,21.3485,-4.3723,0.9804,65.2124,53.9514,0.7705,126.8295,52.443,0.9241,20.9285,0.0017,21.0
775,22.0591,18.1526,0.7722,21.6623,-4.3584,0.981,66.1691,54.4509,0.7722,128.6754,52.923,0.9248,21.23,0.0018,21.0
776,23.0477,18.6707,0.777,22.6283,-4.3142,0.9829,69.142,56.0113,0.777,134.3543,54.4025,0.9269,22.1571,0.0018,22.0
777,20.6263,17.4049,0.7643,20.2564,-4.4196,0.9778,61.8833,52.2159,0.7643,120.4008,50.7745,0.9214,19.8776,0.0017,20.0
778,19.6467,16.8957,0.7582,19.2924,-4.4595,0.9752,58.9262,50.677,0.7582,114.7211,49.3047,0.9187,18.9483,0.0017,19.0
779,20.7735,17.4814,0.7651,20.4022,-4.4134,0.9782,62.3276,52.4473,0.7651,121.2594,50.997,0.9218,20.018,0.0017,20.0
780,20.2382,17.203,0.7619,19.8743,-4.4356,0.9768,60.7189,51.6099,0.7619,118.1503,50.1917,0.9204,19.5095,0.0017,20.0
781,20.223,17.1946,0.7618,19.8622,-4.4361,0.9768,60.6819,51.5906,0.7619,118.0788,50.1731,0.9204,19.4978,0.0017,19.0
782,21.0715,17.6387,0.7668,20.6981,-4.4008,0.9789,63.2299,52.9255,0.7668,123.0017,51.4568,0.9225,20.3029,0.0017,20.0
783,20.8779,17.5417,0.7656,20.5027,-4.4091,0.9784,62.6347,52.6239,0.7656,121.8515,51.1668,0.922,20.1148,0.0017,20.0
784,19.9188,17.0454,0.7598,19.5588,-4.4486,0.976,59.7423,51.1262,0.7598,116.2913,49.7348,0.9194,19.2053,0.0017,19.0
785,19.5289,16.8447,0.7572,19.1795,-4.464,0.9749,58.5823,50.5309,0.7572,114.056,49.1649,0.9183,18.8394,0.0017,19.0
786,21.4342,17.8399,0.7686,21.0491,-4.3855,0.9797,64.3009,53.5172,0.7686,125.0675,52.0255,0.9233,20.6405,0.0017,21.0
787,20.3828,17.2944,0.7625,20.0178,-4.4296,0.9772,61.1577,51.8876,0.7625,118.9955,50.4587,0.9206,19.6478,0.0017,20.0
788,21.69,17.979,0.7699,21.299,-4.3745,0.9803,65.0634,53.9311,0.7699,126.5382,52.4233,0.9239,20.8809,0.0017,21.0
789,20.6711,17.4502,0.7641,20.3,-4.4178,0.9779,62.0185,52.3523,0.7641,120.658,50.9056,0.9214,19.9197,0.0017,20.0
790,21.688,17.9835,0.7698,21.2968,-4.3746,0.9803,65.0571,53.9444,0.7698,126.5251,52.4361,0.9238,20.8787,0.0017,21.0
791,20.2076,17.214,0.7612,19.8456,-4.4368,0.9767,60.634,51.6477,0.7613,117.9811,50.228,0.9201,19.4818,0.0017,19.0
792,20.5243,17.3814,0.7631,20.1581,-4.4237,0.9776,61.5868,52.1521,0.7631,119.8222,50.713,0.9209,19.783,0.0017,20.0
793,20.1616,17.1959,0.7608,19.799,-4.4387,0.9766,60.4926,51.5907,0.7609,117.7067,50.1731,0.9199,19.4369,0.0017,19.0
794,19.4993,16.8542,0.7566,19.1482,-4.4653,0.9748,58.489,50.5562,0.7565,113.871,49.1892,0.918,18.8091,0.0017,19.0
795,19.8302,17.0281,0.7587,19.4776,-4.4519,0.9757,59.4971,51.089,0.7587,115.8127,49.6994,0.919,19.127,0.0017,19.0
796,20.8382,17.5562,0.7648,20.4639,-4.4108,0.9783,62.5199,52.6706,0.7648,121.623,51.2115,0.9216,20.0775,0.0017,20.0
797,18.513,16.3497,0.7495,18.1831,-4.5032,0.9717,55.5386,49.0488,0.7495,108.179,47.7449,0.9149,17.8768,0.0016,18.0
798,20.3646,17.3148,0.7619,20.0001,-4.4304,0.9771,61.1068,51.9513,0.7619,118.8914,50.5199,0.9204,19.6307,0.0017,20.0
799,19.4969,16.8669,0.7563,19.1443,-4.4654,0.9748,58.4787,50.5919,0.7563,113.8482,49.2234,0.9179,18.8054,0.0017,19.0
800,20.842,17.569,0.7646,20.4674,-4.4106,0.9783,62.5316,52.7092,0.7646,121.6436,51.2486,0.9216,20.0808,0.0017,20.0
801,19.987,17.1273,0.7593,19.6245,-4.4459,0.9761,59.9484,51.3729,0.7593,116.6784,49.9711,0.9192,19.2686,0.0017,19.0
802,19.0533,16.6445,0.7531,18.7087,-4.4828,0.9734,57.1474,49.9246,0.7531,111.2799,48.5843,0.9165,18.3848,0.0017,18.0
803,20.5987,17.4503,0.763,20.2288,-4.4208,0.9777,61.8053,52.3553,0.763,120.2387,50.9083,0.9209,19.8511,0.0017,20.0
804,19.2229,16.7373,0.7542,18.879,-4.476,0.9739,57.6687,50.2119,0.7542,112.284,48.8595,0.9169,18.5493,0.0017,19.0
805,19.9284,17.106,0.7588,19.5749,-4.448,0.976,59.7978,51.3269,0.7588,116.3859,49.9271,0.919,19.2208,0.0017,19.0
806,19.9555,17.1235,0.7589,19.5978,-4.447,0.9761,59.8682,51.3715,0.7589,116.521,49.9698,0.9191,19.2429,0.0017,19.0
807,19.6827,16.9847,0.7571,19.3287,-4.458,0.9753,59.0453,50.9518,0.7571,114.9353,49.5681,0.9182,18.9834,0.0017,19.0
808,18.7674,16.5123,0.7508,18.4279,-4.4937,0.9725,56.2904,49.5285,0.7508,109.6236,48.2048,0.9154,18.1135,0.0016,18.0
809,20.0096,17.1596,0.7591,19.6508,-4.4448,0.9762,60.0314,51.4808,0.7591,116.8335,50.0744,0.9191,19.294,0.0017,19.0
810,21.6785,18.033,0.7688,21.2856,-4.3751,0.9802,65.0286,54.0928,0.7688,126.4593,52.5785,0.9234,20.868,0.0017,21.0
811,21.3756,17.8779,0.7671,20.9866,-4.3883,0.9796,64.1173,53.6253,0.7671,124.6999,52.1291,0.9226,20.5805,0.0017,21.0
812,20.7231,17.5403,0.7633,20.3456,-4.4158,0.978,62.1635,52.6149,0.7633,120.9262,51.1579,0.921,19.9635,0.0017,20.0
813,19.2266,16.7636,0.7537,18.8818,-4.4759,0.974,57.6798,50.2906,0.7537,112.3002,48.935,0.9167,18.5519,0.0017,19.0
814,19.4944,16.905,0.7555,19.1462,-4.4654,0.9748,58.4889,50.719,0.7555,113.8591,49.3453,0.9175,18.8072,0.0017,19.0
815,18.4405,16.3607,0.748,18.1107,-4.506,0.9714,55.3226,49.0829,0.748,107.752,47.7778,0.9142,17.8068,0.0016,18.0
816,17.6197,15.939,0.7416,17.3017,-4.5363,0.9684,52.8504,47.8106,0.7416,102.9765,46.5576,0.9112,17.0239,0.0016,17.0
817,18.871,16.5894,0.7511,18.5337,-4.4896,0.9728,56.6166,49.7706,0.7511,110.2476,48.4369,0.9155,18.2157,0.0016,18.0
818,19.3439,16.8373,0.7543,18.9993,-4.4712,0.9743,58.0408,50.5183,0.7543,112.9933,49.153,0.917,18.6654,0.0017,19.0
819,19.9009,17.1296,0.7579,19.5456,-4.4492,0.9759,59.7126,51.3961,0.7579,116.2137,49.9934,0.9186,19.1926,0.0017,19.0
820,19.7421,17.0504,0.7568,19.3862,-4.4557,0.9755,59.225,51.1503,0.7568,115.274,49.7582,0.9181,19.0388,0.0017,19.0
821,19.1472,16.7442,0.7528,18.8007,-4.4791,0.9737,57.4342,50.2273,0.7528,111.8222,48.8744,0.9163,18.4736,0.0017,18.0
822,19.938,17.1568,0.758,19.5829,-4.4476,0.976,59.8276,51.4801,0.758,116.4334,50.0739,0.9186,19.2285,0.0017,19.0
823,20.2389,17.3166,0.7598,19.8752,-4.4356,0.9768,60.7329,51.9591,0.7599,118.1558,50.5272,0.9195,19.5104,0.0017,20.0
824,17.5371,15.917,0.7405,17.2228,-4.5392,0.9681,52.6115,47.7511,0.7405,102.5107,46.5005,0.9107,16.9475,0.0016,17.0
825,19.2514,16.8085,0.7533,18.9062,-4.475,0.974,57.7581,50.4281,0.7533,112.4443,49.0667,0.9165,18.5755,0.0017,19.0
826,18.9181,16.6384,0.7509,18.5769,-4.4879,0.973,56.7513,49.913,0.7509,110.5024,48.5733,0.9155,18.2575,0.0016,18.0
827,19.2428,16.809,0.7531,18.8985,-4.4753,0.974,57.7352,50.4319,0.7531,112.3991,49.0704,0.9165,18.5681,0.0017,19.0
828,19.0184,16.6958,0.7515,18.6755,-4.4841,0.9733,57.0535,50.0862,0.7515,111.0841,48.7393,0.9157,18.3527,0.0017,18.0
829,18.9555,16.6656,0.751,18.6146,-4.4865,0.9731,56.8676,49.9975,0.751,110.725,48.6543,0.9155,18.2939,0.0016,18.0
830,18.2849,16.3208,0.746,17.9537,-4.512,0.9709,54.8471,48.957,0.746,106.8257,47.6572,0.9132,17.655,0.0016,18.0
831,17.3541,15.8419,0.7386,17.0391,-4.5459,0.9674,52.0522,47.5183,0.7385,101.4257,46.2771,0.9098,16.7695,0.0016,17.0
832,18.6123,16.4953,0.7484,18.2785,-4.4995,0.972,55.8405,49.4884,0.7484,108.7419,48.1665,0.9143,17.969,0.0016,18.0
833,19.0505,16.725,0.7515,18.7099,-4.4827,0.9734,57.16,50.1812,0.7515,111.2867,48.8303,0.9157,18.3859,0.0017,18.0
834,18.6415,16.5163,0.7485,18.3045,-4.4985,0.9721,55.9205,49.5461,0.7485,108.8953,48.2218,0.9144,17.9942,0.0016,18.0
835,18.5656,16.4792,0.7479,18.2315,-4.5013,0.9718,55.6978,49.4384,0.7479,108.465,48.1186,0.9141,17.9237,0.0016,18.0
836,19.4393,16.9346,0.754,19.0931,-4.4675,0.9746,58.333,50.8146,0.754,113.5462,49.4369,0.9169,18.7559,0.0017,19.0
837,18.5343,16.4692,0.7475,18.1966,-4.5027,0.9717,55.5915,49.3994,0.7475,108.2587,48.0812,0.9139,17.8899,0.0016,18.0
838,18.863,16.6411,0.7499,18.525,-4.49,0.9728,56.596,49.9284,0.7499,110.1961,48.5882,0.915,18.2073,0.0016,18.0
839,18.0317,16.2137,0.7436,17.7037,-4.5214,0.97,54.0855,48.6342,0.7436,105.3502,47.3477,0.9121,17.4131,0.0016,17.0
840,18.9891,16.7113,0.7507,18.6516,-4.485,0.9732,56.9839,50.146,0.7507,110.9432,48.7966,0.9154,18.3297,0.0017,18.0
841,18.3566,16.3873,0.746,18.0233,-4.5093,0.9711,55.0628,49.1569,0.746,107.2361,47.8488,0.9132,17.7223,0.0016,18.0
842,18.736,16.5783,0.7489,18.4005,-4.4948,0.9724,56.2158,49.7406,0.7489,109.4621,48.4082,0.9146,18.087,0.0016,18.0
843,18.8429,16.6293,0.7498,18.5043,-4.4908,0.9728,56.5324,49.8904,0.7498,110.0739,48.5518,0.9149,18.1873,0.0016,18.0
844,18.211,16.2973,0.7452,17.881,-4.5147,0.9706,54.6262,48.887,0.7452,106.3962,47.5901,0.9128,17.5846,0.0016,18.0
845,17.478,15.9129,0.7394,17.1614,-4.5415,0.9679,52.4265,47.7331,0.7394,102.1477,46.4833,0.9102,16.888,0.0016,17.0
846,19.3802,16.8935,0.7538,19.0318,-4.4699,0.9744,58.1444,50.6834,0.7538,113.1852,49.3112,0.9168,18.6968,0.0017,19.0
847,19.3252,16.8602,0.7535,18.977,-4.4721,0.9743,57.9763,50.581,0.7535,112.8621,49.2131,0.9166,18.6439,0.0017,19.0
848,19.4192,16.9038,0.7543,19.0701,-4.4684,0.9745,58.2605,50.7135,0.7543,113.4109,49.34,0.917,18.7338,0.0017,19.0
849,19.5784,16.9814,0.7554,19.2267,-4.4621,0.975,58.739,50.947,0.7554,114.3342,49.5636,0.9175,18.8849,0.0017,19.0
850,16.7083,15.4892,0.7334,16.409,-4.5684,0.9646,50.1256,46.468,0.7334,97.7027,45.2687,0.9073,16.1586,0.0015,16.0
851,18.5031,16.4126,0.7481,18.1726,-4.5036,0.9716,55.5138,49.2411,0.7481,108.117,47.9294,0.9142,17.8666,0.0016,18.0
852,17.9655,16.1294,0.7441,17.642,-4.5237,0.9697,53.8913,48.3844,0.7441,104.9854,47.108,0.9124,17.3533,0.0016,17.0
853,19.5879,16.9656,0.7559,19.2367,-4.4617,0.975,58.7672,50.8991,0.7559,114.3929,49.5177,0.9177,18.8946,0.0017,19.0
854,18.305,16.2943,0.7469,17.9775,-4.5111,0.971,54.9159,48.8836,0.7469,106.9661,47.5867,0.9137,17.678,0.0016,18.0
855,18.1656,16.2167,0.746,17.8408,-4.5162,0.9705,54.4973,48.6505,0.746,106.159,47.3632,0.9132,17.5457,0.0016,18.0
856,18.54,16.4049,0.7489,18.2108,-4.5021,0.9718,55.6279,49.2205,0.7489,108.3426,47.9096,0.9146,17.9036,0.0016,18.0
857,18.7869,16.5278,0.7508,18.4526,-4.4928,0.9726,56.3667,49.5875,0.7508,109.7693,48.2613,0.9154,18.1374,0.0016,18.0
858,16.4174,15.2964,0.7316,16.1249,-4.5783,0.9632,49.2537,45.89,0.7316,96.0234,44.7134,0.9065,15.8829,0.0015,16.0
859,19.1588,16.7099,0.7536,18.8176,-4.4785,0.9738,57.4815,50.1332,0.7536,111.9217,48.7842,0.9167,18.4899,0.0017,18.0
860,19.034,16.6398,0.7529,18.6936,-4.4834,0.9734,57.1018,49.9193,0.7529,111.1908,48.5792,0.9164,18.3702,0.0017,18.0
861,17.9727,16.0837,0.7452,17.653,-4.5233,0.9698,53.9199,48.2522,0.7452,105.0505,46.9811,0.9129,17.364,0.0016,17.0
862,18.7717,16.4914,0.7513,18.4414,-4.4932,0.9725,56.3294,49.4845,0.7513,109.7033,48.1626,0.9156,18.1265,0.0016,18.0
863,19.6093,16.9208,0.7571,19.2633,-4.4606,0.9751,58.8425,50.7729,0.7571,114.5497,49.3967,0.9183,18.9202,0.0017,19.0
864,19.6323,16.9279,0.7573,19.2819,-4.4599,0.9752,58.8986,50.7848,0.7573,114.6591,49.4081,0.9184,18.9381,0.0017,19.0
865,18.6691,16.4227,0.7508,18.3326,-4.4974,0.9722,55.9949,49.2592,0.7508,109.0613,47.9466,0.9154,18.0214,0.0016,18.0
866,18.6693,16.416,0.751,18.3378,-4.4972,0.9722,56.0101,49.2496,0.751,109.092,47.9374,0.9155,18.0264,0.0016,18.0
867,17.7927,15.9566,0.7445,17.4736,-4.53,0.9691,53.3681,47.8627,0.7445,103.9916,46.6073,0.9125,17.1904,0.0016,17.0
868,17.3735,15.7333,0.7412,17.0645,-4.545,0.9674,52.1175,47.1978,0.7412,101.5756,45.9693,0.911,16.7941,0.0016,17.0
869,18.9745,16.5566,0.7535,18.6385,-4.4855,0.9732,56.9276,49.6724,0.7535,110.8656,48.3426,0.9166,18.317,0.0016,18.0
870,19.0468,16.5881,0.7541,18.7093,-4.4827,0.9734,57.1433,49.7665,0.7541,111.283,48.4327,0.9169,18.3853,0.0017,18.0
871,19.0295,16.5732,0.7541,18.6921,-4.4834,0.9733,57.0902,49.7207,0.7541,111.1817,48.3888,0.9169,18.3687,0.0017,18.0
872,18.8266,16.4619,0.7528,18.4924,-4.4912,0.9727,56.4789,49.3851,0.7528,110.0039,48.0672,0.9163,18.1758,0.0016,18.0
873,19.8272,16.9745,0.7596,19.4799,-4.4518,0.9757,59.4986,50.9358,0.7597,115.8265,49.5525,0.9194,19.1292,0.0017,19.0
874,18.6235,16.3441,0.7516,18.2941,-4.4989,0.972,55.8715,49.033,0.7516,108.8344,47.7296,0.9158,17.9842,0.0016,18.0
875,19.055,16.5613,0.7548,18.7202,-4.4823,0.9734,57.1736,49.6901,0.7548,111.3477,48.3594,0.9172,18.3959,0.0017,18.0
876,17.9672,15.9914,0.747,17.6507,-4.5234,0.9697,53.9034,47.9754,0.747,105.0369,46.7154,0.9137,17.3618,0.0016,17.0
877,18.8511,16.4424,0.7536,18.5229,-4.49,0.9728,56.5688,49.3384,0.7536,110.1838,48.0224,0.9167,18.2053,0.0016,18.0
878,19.2388,16.6379,0.7564,18.901,-4.4752,0.974,57.7242,49.9193,0.7564,112.4136,48.579,0.918,18.5705,0.0017,19.0
879,17.883,15.9288,0.7467,17.5686,-4.5264,0.9694,53.6505,47.7873,0.7467,104.5522,46.5349,0.9136,17.2823,0.0016,17.0
880,18.704,16.347,0.753,18.379,-4.4956,0.9723,56.1268,49.0515,0.753,109.335,47.7473,0.9164,18.0662,0.0016,18.0
881,18.9597,16.4738,0.7549,18.6273,-4.486,0.9731,56.8851,49.4256,0.7549,110.7994,48.1059,0.9173,18.3061,0.0016,18.0
882,17.1581,15.5343,0.7413,16.8573,-4.5525,0.9666,51.4757,46.604,0.7413,100.3519,45.3989,0.9111,16.5934,0.0016,17.0
883,19.1282,16.5483,0.7563,18.7925,-4.4795,0.9737,57.389,49.648,0.7563,111.774,48.3189,0.9179,18.4657,0.0017,18.0
884,18.2267,16.075,0.75,17.9031,-4.5139,0.9707,54.6693,48.2172,0.75,106.5267,46.9472,0.9151,17.606,0.0016,18.0
885,18.8761,16.4037,0.7548,18.5482,-4.4891,0.9729,56.6404,49.2195,0.7548,110.3328,47.9083,0.9173,18.2297,0.0016,18.0
886,18.5892,16.249,0.7529,18.2623,-4.5002,0.9719,55.7657,48.7456,0.7529,108.6463,47.4539,0.9164,17.9534,0.0016,18.0
887,20.3724,17.1688,0.7647,20.0132,-4.4298,0.9772,61.1322,51.5148,0.7647,118.9687,50.1005,0.9216,19.6434,0.0017,20.0
888,18.658,16.271,0.7537,18.331,-4.4975,0.9722,55.9744,48.8133,0.7537,109.0517,47.5188,0.9167,18.0198,0.0016,18.0
889,19.3992,16.6482,0.7589,19.0627,-4.4687,0.9745,58.2109,49.954,0.7589,113.3673,48.6121,0.9191,18.7266,0.0017,19.0
890,19.0117,16.4412,0.7564,18.6772,-4.484,0.9733,57.0313,49.3207,0.7564,111.094,48.0052,0.918,18.3544,0.0017,18.0
891,19.1418,16.5013,0.7574,18.8077,-4.4789,0.9737,57.4295,49.5067,0.7574,111.8633,48.1834,0.9184,18.4804,0.0017,18.0
892,18.7162,16.2739,0.7546,18.3876,-4.4953,0.9723,56.1444,48.8188,0.7546,109.3857,47.524,0.9172,18.0745,0.0016,18.0
893,19.1212,16.4763,0.7576,18.7893,-4.4796,0.9736,57.3718,49.4349,0.7576,111.755,48.1146,0.9185,18.4626,0.0017,18.0
894,18.4516,16.1229,0.753,18.1273,-4.5053,0.9715,55.3475,48.3634,0.753,107.8502,47.0873,0.9165,17.8229,0.0016,18.0
895,19.4348,16.6246,0.7599,19.1003,-4.4672,0.9746,58.3214,49.8858,0.7599,113.589,48.5466,0.9195,18.7629,0.0017,19.0
896,19.2533,16.5243,0.7588,18.9166,-4.4745,0.974,57.7589,49.5722,0.7588,112.506,48.2461,0.9191,18.5856,0.0017,19.0
897,17.7921,15.7593,0.7486,17.4836,-4.5296,0.9691,53.378,47.279,0.7486,104.0502,46.0468,0.9145,17.2,0.0016,17.0
898,20.9693,17.4028,0.7695,20.6016,-4.4049,0.9786,62.9176,52.2135,0.7695,122.4337,50.7728,0.9237,20.21,0.0017,20.0
899,19.3049,16.5294,0.7596,18.9684,-4.4725,0.9742,57.9148,49.5882,0.7596,112.8111,48.2614,0.9194,18.6356,0.0017,19.0
900,17.0559,15.3568,0.7432,16.761,-4.5559,0.9661,51.1689,46.0713,0.7432,99.7829,44.887,0.912,16.5,0.0016,17.0
901,19.5493,16.6414,0.7615,19.2102,-4.4628,0.9749,58.6527,49.9277,0.7615,114.2367,48.5867,0.9202,18.869,0.0017,19.0
902,19.6078,16.6311,0.7626,19.2682,-4.4604,0.9751,58.8255,49.8949,0.7626,114.5785,48.5551,0.9207,18.9249,0.0017,19.0
903,19.7664,16.6725,0.7644,19.4258,-4.4541,0.9755,59.303,50.0201,0.7644,115.5073,48.675,0.9215,19.077,0.0017,19.0
904,18.9891,16.2286,0.7602,18.6601,-4.4847,0.9732,56.9573,48.6786,0.7602,110.9928,47.3892,0.9197,18.3378,0.0017,18.0
905,19.5148,16.4594,0.7644,19.1838,-4.4638,0.9748,58.5541,49.3851,0.7644,114.0809,48.0663,0.9215,18.8435,0.0017,19.0
906,20.9712,17.177,0.7736,20.6113,-4.4045,0.9786,62.9248,51.5369,0.7736,122.4905,50.1229,0.9255,20.2193,0.0017,20.0
907,20.0044,16.6334,0.7689,19.6591,-4.4445,0.9762,59.9988,49.89,0.7689,116.8826,48.55,0.9235,19.3021,0.0017,19.0
